Trap_Number,Year,Month,Range_Begin,Range_End,Collection_Date,Group,Biomass,Biomass_Total,Percent_Biomass,Individual_Count,Count_Total
10,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Coleoptera,0.11,3.13,3.61,65,963
10,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Other,0.48,3.13,15.18,207,963
11,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Hymenoptera,0.02,1.11,1.89,49,501
11,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Diptera,0.04,1.11,3.78,131,501
11,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Lepidoptera,0.46,1.11,41.73,38,501
11,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Hemiptera,0.15,1.11,13.31,65,501
11,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Coleoptera,0.05,1.11,4.23,4,501
11,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Other,0.39,1.11,35.07,214,501
12,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Hymenoptera,0.59,2.33,25.41,363,758
12,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Diptera,0.3,2.33,12.85,228,758
12,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Lepidoptera,0.58,2.33,24.72,65,758
12,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Hemiptera,0.04,2.33,1.85,36,758
12,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Coleoptera,0.04,2.33,1.72,10,758
12,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Other,0.78,2.33,33.45,56,758
13,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Hymenoptera,1.58,7.42,21.31,522,1359
13,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Diptera,2.1,7.42,28.35,328,1359
13,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Lepidoptera,2.22,7.42,29.94,211,1359
13,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Hemiptera,0.18,7.42,2.49,104,1359
13,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Coleoptera,0.12,7.42,1.58,18,1359
13,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Other,1.21,7.42,16.33,176,1359
14,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Hymenoptera,2.13,7.38,28.83,807,2105
14,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Diptera,2.8,7.38,37.93,654,2105
14,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Lepidoptera,1.18,7.38,15.95,53,2105
14,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Hemiptera,0.52,7.38,7.01,141,2105
14,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Coleoptera,0.07,7.38,0.91,28,2105
14,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Other,0.69,7.38,9.38,422,2105
15,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Hymenoptera,0.14,2.15,6.5,39,235
15,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Diptera,0.23,2.15,10.54,83,235
15,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Lepidoptera,1.09,2.15,50.44,15,235
15,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Hemiptera,0.07,2.15,3.25,40,235
15,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Coleoptera,0.12,2.15,5.48,12,235
15,2018,(Aug 4 - 17),2018-08-04,2018-08-17,17/08/2018,Other,0.51,2.15,23.78,46,235
1,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hymenoptera,0.05,0.94,5.08,42,423
1,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Diptera,0.3,0.94,31.64,71,423
1,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Lepidoptera,0.16,0.94,16.93,15,423
1,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hemiptera,0.24,0.94,25.61,78,423
1,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Coleoptera,0.02,0.94,1.69,4,423
1,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Other,0.18,0.94,19.05,213,423
2,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hymenoptera,0.14,1.04,13.42,43,178
2,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Diptera,0.31,1.04,30.11,38,178
2,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Lepidoptera,0.38,1.04,36.15,18,178
2,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hemiptera,0.08,1.04,7.67,18,178
2,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Coleoptera,0,1.04,0,0,178
2,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Other,0.13,1.04,12.66,61,178
3,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hymenoptera,0.11,0.91,11.72,20,107
3,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Diptera,0.04,0.91,3.94,10,107
3,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Lepidoptera,0.35,0.91,38.44,16,107
3,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hemiptera,0.03,0.91,3.07,14,107
3,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Coleoptera,0.02,0.91,1.86,3,107
3,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Other,0.37,0.91,40.96,44,107
4,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hymenoptera,0.58,1.87,31.23,143,551
4,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Diptera,0.3,1.87,15.88,116,551
4,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Lepidoptera,0.24,1.87,12.62,20,551
4,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hemiptera,0.21,1.87,11.12,68,551
4,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Coleoptera,0.24,1.87,12.73,66,551
4,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Other,0.31,1.87,16.42,138,551
5,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hymenoptera,0.46,3.85,11.84,592,1392
5,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Diptera,0.7,3.85,18.15,459,1392
5,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Lepidoptera,1.17,3.85,30.32,62,1392
5,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hemiptera,0.53,3.85,13.66,107,1392
5,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Coleoptera,0.07,3.85,1.87,8,1392
5,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Other,0.93,3.85,24.17,164,1392
6,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hymenoptera,1.25,8.21,15.22,814,2225
6,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Diptera,2.69,8.21,32.75,742,2225
6,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Lepidoptera,2.34,8.21,28.46,122,2225
6,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hemiptera,0.94,8.21,11.42,366,2225
6,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Coleoptera,0.04,8.21,0.54,20,2225
6,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Other,0.95,8.21,11.61,161,2225
7,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hymenoptera,0.93,2.13,43.52,218,446
7,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Diptera,0.51,2.13,23.92,92,446
7,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Lepidoptera,0.35,2.13,16.31,12,446
7,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hemiptera,0.09,2.13,4.14,33,446
7,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Coleoptera,0.12,2.13,5.59,12,446
7,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Other,0.14,2.13,6.53,79,446
8,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hymenoptera,0.6,2.48,24.07,162,601
8,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Diptera,0.89,2.48,35.71,185,601
8,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Lepidoptera,0.31,2.48,12.56,30,601
8,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hemiptera,0.42,2.48,17.07,154,601
8,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Coleoptera,0.08,2.48,3.3,17,601
8,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Other,0.18,2.48,7.29,53,601
9,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hymenoptera,0.93,4.73,19.61,362,794
9,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Diptera,1.82,4.73,38.49,258,794
9,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Lepidoptera,0.65,4.73,13.67,41,794
9,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hemiptera,0.16,4.73,3.43,55,794
9,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Coleoptera,0.07,4.73,1.48,14,794
9,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Other,1.1,4.73,23.32,64,794
10,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hymenoptera,0.32,2.01,16.16,142,926
10,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Diptera,0.4,2.01,19.89,87,926
10,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Lepidoptera,0.26,2.01,12.93,55,926
10,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hemiptera,0.02,2.01,1.09,207,926
10,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Coleoptera,0.11,2.01,5.42,14,926
10,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Other,0.9,2.01,44.51,421,926
11,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hymenoptera,0,0.01,25,3,10
11,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Diptera,0,0.01,37.5,3,10
11,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Lepidoptera,0,0.01,0,0,10
11,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hemiptera,0,0.01,0,0,10
11,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Coleoptera,0,0.01,0,0,10
11,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Other,0,0.01,37.5,4,10
12,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hymenoptera,0.23,0.85,27.15,147,297
12,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Diptera,0.26,0.85,30.93,64,297
12,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Lepidoptera,0.28,0.85,32.82,37,297
12,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hemiptera,0.03,0.85,3.07,13,297
12,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Coleoptera,0.02,0.85,2.36,4,297
12,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Other,0.03,0.85,3.66,32,297
14,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hymenoptera,1.41,6.88,20.45,368,1818
14,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Diptera,1.29,6.88,18.7,333,1818
14,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Lepidoptera,1.24,6.88,17.96,32,1818
14,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hemiptera,0.35,6.88,5.03,75,1818
14,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Coleoptera,0.16,6.88,2.38,15,1818
14,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Other,2.44,6.88,35.47,995,1818
15,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hymenoptera,0.04,0.53,7.91,23,152
15,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Diptera,0.2,0.53,38.61,29,152
15,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Lepidoptera,0.05,0.53,8.85,15,152
15,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Hemiptera,0.01,0.53,1.88,10,152
15,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Coleoptera,0,0.53,0.19,1,152
15,2018,(Aug 18 - 31),2018-08-18,2018-08-31,31/08/2018,Other,0.23,0.53,42.56,74,152
1,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hymenoptera,0.13,0.71,18.25,47,895
1,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Diptera,0.2,0.71,28.57,111,895
1,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Lepidoptera,0.03,0.71,3.68,7,895
1,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hemiptera,0.08,0.71,11.46,55,895
1,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Coleoptera,0.04,0.71,6.08,17,895
1,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Other,0.23,0.71,31.97,658,895
2,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hymenoptera,0.02,0.84,2.86,26,214
2,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Diptera,0.23,0.84,27.89,28,214
2,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Lepidoptera,0.2,0.84,23.96,11,214
2,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hemiptera,0.09,0.84,10.13,35,214
2,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Coleoptera,0.03,0.84,2.98,4,214
2,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Other,0.27,0.84,32.18,110,214
3,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hymenoptera,0.12,0.58,20.58,28,241
3,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Diptera,0.1,0.58,17.84,13,241
3,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Lepidoptera,0.13,0.58,21.96,7,241
3,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hemiptera,0.08,0.58,14.07,48,241
3,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Coleoptera,0.07,0.58,12.35,9,241
3,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Other,0.08,0.58,13.21,136,241
4,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hymenoptera,0.27,1.92,13.95,69,324
4,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Diptera,0.58,1.92,29.93,77,324
4,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Lepidoptera,0.03,1.92,1.77,6,324
4,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hemiptera,0.14,1.92,7.18,58,324
4,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Coleoptera,0.18,1.92,9.32,37,324
4,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Other,0.73,1.92,37.84,77,324
5,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hymenoptera,0.27,3.47,7.66,392,1300
5,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Diptera,0.5,3.47,14.43,339,1300
5,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Lepidoptera,1.48,3.47,42.73,26,1300
5,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hemiptera,0.63,3.47,18.24,213,1300
5,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Coleoptera,0.01,3.47,0.26,8,1300
5,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Other,0.58,3.47,16.68,322,1300
6,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hymenoptera,0.68,8.83,7.67,461,2968
6,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Diptera,2.24,8.83,25.38,521,2968
6,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Lepidoptera,1.06,8.83,11.99,86,2968
6,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hemiptera,3.67,8.83,41.6,1685,2968
6,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Coleoptera,0.15,8.83,1.65,27,2968
6,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Other,1.03,8.83,11.7,188,2968
7,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hymenoptera,0.96,3.06,31.43,233,539
7,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Diptera,0.98,3.06,32.05,132,539
7,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Lepidoptera,0.16,3.06,5.3,5,539
7,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hemiptera,0.12,3.06,3.89,69,539
7,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Coleoptera,0.1,3.06,3.24,17,539
7,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Other,0.74,3.06,24.1,83,539
8,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hymenoptera,0.04,1.35,2.8,51,376
8,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Diptera,0.16,1.35,11.51,84,376
8,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Lepidoptera,0.05,1.35,3.69,5,376
8,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hemiptera,0.44,1.35,32.55,161,376
8,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Coleoptera,0.04,1.35,2.88,10,376
8,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Other,0.63,1.35,46.57,65,376
9,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hymenoptera,0.54,4.58,11.79,237,521
9,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Diptera,0.97,4.58,21.26,159,521
9,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Lepidoptera,0.81,4.58,17.59,21,521
9,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hemiptera,0.1,4.58,2.23,49,521
9,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Coleoptera,0.76,4.58,16.61,9,521
9,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Other,1.4,4.58,30.52,46,521
10,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hymenoptera,0.16,2.54,6.22,254,1786
10,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Diptera,0.55,2.54,21.56,136,1786
10,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Lepidoptera,0.1,2.54,3.93,21,1786
10,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hemiptera,0.99,2.54,38.83,175,1786
10,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Coleoptera,0.18,2.54,7.24,21,1786
10,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Other,0.56,2.54,22.23,1179,1786
11,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hymenoptera,0.01,0.71,1.96,45,380
11,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Diptera,0.11,0.71,15.69,21,380
11,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Lepidoptera,0.18,0.71,25.63,13,380
11,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hemiptera,0.03,0.71,4.06,19,380
11,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Coleoptera,0.03,0.71,4.34,5,380
11,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Other,0.34,0.71,48.32,277,380
12,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hymenoptera,0.03,1.97,1.47,92,253
12,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Diptera,0.23,1.97,11.49,74,253
12,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Lepidoptera,0.42,1.97,21.35,9,253
12,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hemiptera,0.1,1.97,5.03,41,253
12,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Coleoptera,0.02,1.97,1.17,4,253
12,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Other,1.17,1.97,59.48,33,253
13,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hymenoptera,0.45,4.74,9.45,385,768
13,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Diptera,1.36,4.74,28.79,203,768
13,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Lepidoptera,1.8,4.74,37.99,55,768
13,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hemiptera,0.17,4.74,3.61,51,768
13,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Coleoptera,0.09,4.74,1.79,6,768
13,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Other,0.87,4.74,18.37,68,768
14,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hymenoptera,1.44,5.08,28.26,284,1794
14,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Diptera,1.21,5.08,23.89,159,1794
14,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Lepidoptera,0.32,5.08,6.26,23,1794
14,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hemiptera,0.5,5.08,9.88,141,1794
14,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Coleoptera,0.09,5.08,1.83,31,1794
14,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Other,1.52,5.08,29.88,1156,1794
15,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hymenoptera,0.02,0.6,2.68,16,128
15,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Diptera,0.05,0.6,8.04,28,128
15,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Lepidoptera,0.31,0.6,51.42,11,128
15,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Hemiptera,0.03,0.6,5.7,19,128
15,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Coleoptera,0.07,0.6,11.39,4,128
15,2018,(Sept 1 - Sept 14),2018-09-01,2018-09-14,14/09/2018,Other,0.12,0.6,20.77,50,128
1,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Hymenoptera,0.06,0.58,9.97,37,1110
1,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Diptera,0.17,0.58,29.04,289,1110
1,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Lepidoptera,0.1,0.58,17.87,12,1110
1,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Hemiptera,0.03,0.58,5.84,41,1110
1,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Coleoptera,0.01,0.58,1.89,5,1110
1,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Other,0.21,0.58,35.4,726,1110
2,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Hymenoptera,0.05,0.84,6.08,47,229
2,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Diptera,0.34,0.84,40.41,48,229
2,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Lepidoptera,0.18,0.84,21.93,12,229
2,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Hemiptera,0.21,0.84,25.51,42,229
2,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Coleoptera,0.01,0.84,1.07,3,229
2,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Other,0.04,0.84,5.01,77,229
3,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Hymenoptera,0.42,0.92,46.23,49,446
3,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Diptera,0.04,0.92,4.26,15,446
3,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Lepidoptera,0.12,0.92,13.55,10,446
3,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Hemiptera,0.1,0.92,10.82,110,446
3,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Coleoptera,0.04,0.92,4.15,13,446
3,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Other,0.19,0.92,20.98,249,446
4,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Hymenoptera,0.09,1,8.86,59,355
4,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Diptera,0.09,1,9.25,72,355
4,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Lepidoptera,0.01,1,0.6,1,355
4,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Hemiptera,0.07,1,7.46,52,355
4,2018,(Sept 15 - 28),2018-09-15,2018-09-28,28/09/2018,Coleoptera,0.21,1,21,57,355
